Age,Telephone_Number,Family_Members_with_Passes,Previously_Owned_Passes,Club_Member,Distance_from_Park_km,Pass_Type
51,+1-06374012,1,4,False,33.97323867530483,Silver
20,+1-18616044,0,3,True,5.10083628647697,Gold
41,+1-83351563,0,2,False,19.98564719597313,None
59,+1-84280707,0,3,True,47.55042884290591,Silver
26,+1-46700603,0,1,False,43.87523101264859,None
43,+1-51454737,1,0,False,106.45156790347394,None
37,+1-26445408,0,3,True,18.66795973742976,Gold
57,+1-34022778,1,2,False,52.51576704615842,None
27,+1-65727218,1,4,True,0.22141599041494445,Gold
36,+1-01604883,1,3,False,30.86593102356123,Silver
20,+1-18322614,1,3,False,9.807547978310266,Gold
41,+1-16622763,1,0,False,5.099065936277506,None
22,+1-12246302,0,2,False,40.211323963563714,None
20,+1-20734230,0,3,False,13.916044871915332,Silver
44,+1-31518133,0,4,False,28.550387312355884,Silver
33,+1-06072774,1,1,False,53.24752245258127,None
66,+1-28001513,1,4,False,23.138807339281595,Silver
32,+1-51360868,0,3,True,17.378607767047562,Gold
52,+1-60687342,0,3,True,29.10268174631354,Gold
29,+1-12671831,0,0,False,166.17543921229748,None
58,+1-61678011,1,2,False,4.070082330806005,Gold
61,+1-65827444,2,0,False,9.489562622840786,Silver
43,+1-76635054,2,4,True,81.65446222482205,Gold
64,+1-00230613,0,2,False,157.8946733402257,None
51,+1-87180520,2,0,False,24.47967473388273,Silver
40,+1-75321477,2,3,False,0.5239633546773068,Gold
48,+1-28468621,1,2,False,53.1989162800322,None
67,+1-67305832,0,1,False,29.882133477930157,None
37,+1-55361052,2,1,False,22.358417065598335,Silver
29,+1-20120758,0,4,False,101.0141091096026,None
40,+1-03341084,1,0,False,4.287040889532963,None
21,+1-72335344,0,4,False,12.68014640185775,Silver
40,+1-78745314,2,1,True,29.52968469672661,Gold
65,+1-00034351,0,3,True,0.14049041018562244,Gold
65,+1-45457165,0,3,False,60.13998702385789,None
18,+1-78743286,0,3,True,43.080213960557124,Gold
42,+1-02251314,2,3,True,8.032271222095298,Gold
19,+1-33334150,0,3,False,11.04342677628933,Silver
47,+1-12127207,0,1,True,10.93867473209172,Silver
20,+1-76345563,1,2,False,59.22934129034412,None
38,+1-71850076,0,3,False,11.615427450398379,Silver
42,+1-27764740,1,2,False,9.823810856981618,Gold
37,+1-76612255,2,3,True,40.37439829453889,Gold
66,+1-24868101,0,4,False,25.933926678757167,Silver
69,+1-56755281,0,0,False,13.355672142606746,None
39,+1-42015014,0,2,False,25.746660549297275,None
38,+1-03444884,1,0,False,75.56302604830944,None
50,+1-57653232,2,1,False,17.96463968744931,Gold
69,+1-75504712,3,4,False,0.14246127476080594,Gold
55,+1-83464165,2,3,True,39.70888429889246,Gold
32,+1-81170740,0,3,False,190.37681621012956,None
63,+1-05110034,0,1,False,1.61653649751966,None
69,+1-35710153,0,2,False,28.35113204598183,None
32,+1-61048550,1,3,False,15.25007345875171,Silver
63,+1-03125013,0,2,False,24.93912131262991,None
42,+1-52836458,1,3,False,11.03764284709799,Gold
38,+1-85181116,1,2,False,41.983293940948265,None
41,+1-37700312,0,0,False,2.9374040408374458,None
22,+1-18565042,0,2,False,2.825733688664202,None
23,+1-76801107,0,1,False,23.310015097273805,None
66,+1-36077284,0,3,False,11.612628328348201,None
60,+1-44010188,1,4,True,76.96321441991387,Gold
65,+1-43158735,0,2,False,6.409646584486389,Silver
61,+1-83872840,1,4,True,44.85736936502202,Gold
64,+1-74418526,0,2,False,110.2185598920776,None
40,+1-16148852,2,0,False,11.8685365743971,Silver
21,+1-33833457,2,4,False,74.85605230898715,Silver
44,+1-04837807,0,1,False,11.434375570783866,None
35,+1-74164457,0,4,False,24.23265351900688,Silver
38,+1-02681336,0,2,False,0.010357842016060015,Silver
45,+1-44617540,3,1,False,9.205851757279097,Gold
52,+1-15585062,0,0,True,1.621155147088167,Silver
39,+1-75227512,0,4,False,0.9100356410274552,Silver
57,+1-56372567,2,1,False,163.09652076995405,None
40,+1-34508216,0,4,False,43.43340175672571,Silver
20,+1-33868025,1,0,False,12.30480558813141,None
57,+1-04336460,0,0,False,34.283538409197746,None
67,+1-87615327,0,0,False,22.457703347533204,None
27,+1-32482833,0,0,True,74.99101304778517,None
42,+1-17322074,0,1,False,8.59117703775488,None
69,+1-43448587,0,1,True,21.549857116249918,Silver
66,+1-21512204,1,0,False,0.19497479380180083,Silver
25,+1-78647888,0,2,False,38.99809943208451,None
28,+1-12142814,3,1,False,25.888125710397365,Gold
22,+1-44061180,0,0,False,29.285972927419632,None
62,+1-85444568,0,1,False,38.820436199932224,None
54,+1-13456228,0,4,False,14.407692915832882,Silver
62,+1-81334132,0,2,False,5.101747119669136,None
55,+1-53027261,0,0,True,6.106639560949083,Silver
46,+1-46007132,1,2,True,39.494411193677465,Silver
22,+1-41574645,1,1,False,154.28843108373474,None
26,+1-80822370,0,1,False,17.895318304985324,None
65,+1-36264872,1,4,False,5.6561347790829135,Gold
19,+1-36158855,1,0,False,2.168727165554533,None
18,+1-55235006,3,0,False,19.694513456793388,Silver
57,+1-04752113,1,3,False,37.78634282313119,Silver
68,+1-88048365,0,4,False,27.648437861800332,Silver
47,+1-36616855,1,2,True,10.339038280747795,Gold
28,+1-51558184,0,0,True,27.076279985120017,Silver
45,+1-81414666,0,3,True,23.512953813596294,Gold
61,+1-46564181,1,2,False,7.331837204691132,Silver
29,+1-28172582,0,1,False,15.788334925924417,None
56,+1-86475625,3,1,False,62.50242597205842,Silver
43,+1-26577515,0,4,False,41.891192049939505,Silver
30,+1-05558362,0,1,False,79.59839691296183,None
25,+1-71140025,0,1,False,66.77231328134266,None
45,+1-57600300,1,3,False,8.526104786532056,Silver
47,+1-02176738,0,2,False,59.44577971015961,None
26,+1-46307887,0,2,True,28.641557712015352,Silver
56,+1-02467042,1,3,False,98.2015261029231,None
48,+1-65014403,0,2,False,6.539060080473156,Silver
38,+1-88461013,0,2,False,12.640397798826285,None
64,+1-52167871,1,4,False,15.356176967009471,Gold
51,+1-20052374,0,0,False,0.7204144704798549,None
48,+1-58124171,3,2,True,19.597498367489074,Gold
69,+1-32335820,2,2,False,86.36512031519604,None
42,+1-76143834,1,2,False,50.66990305340275,None
29,+1-72556824,0,1,False,6.666459764656853,None
18,+1-44508253,0,3,True,9.955385251073666,Gold
39,+1-67356687,2,4,False,112.12683629802025,None
57,+1-23866010,1,1,False,1.850952271074842,Silver
54,+1-33440657,0,3,False,18.156402773901053,Silver
64,+1-30286121,0,4,False,65.40734390618161,None
18,+1-31367585,0,1,False,35.856671202601774,None
18,+1-20820127,0,4,False,121.09436253351622,None
59,+1-71516272,2,2,False,110.82407808318592,None
59,+1-50760641,0,1,False,41.864981200436006,None
38,+1-01515775,0,1,False,19.9883514630455,None
32,+1-43543588,3,0,False,29.34418303430511,Gold
34,+1-70842778,1,2,False,47.37451650048966,None
39,+1-13150216,2,2,False,10.395739332200723,Silver
55,+1-71801210,0,1,False,18.400347401416283,None
52,+1-70456267,1,1,False,33.01546641114478,None
62,+1-24087230,1,3,False,9.49785346180615,Gold
33,+1-05584257,2,0,False,32.11408075714266,None
25,+1-62035346,2,1,False,4.73502952188953,Gold
64,+1-44103725,0,4,True,16.31477934711371,Gold
34,+1-18837115,1,3,False,3.225368281458683,Gold
34,+1-10114527,0,1,False,55.65969959615951,None
43,+1-12344536,0,2,False,10.813994670084428,Silver
30,+1-73857804,0,0,False,78.20331023901188,None
34,+1-61662864,0,3,False,46.52884297749969,None
55,+1-66537174,2,4,False,11.363530776716532,Gold
34,+1-62686086,1,3,True,27.754615564590416,Gold
65,+1-14168325,0,0,True,17.428798793901557,Silver
31,+1-77745154,0,0,False,49.2047962358212,None
62,+1-27312112,0,3,False,34.78122769083392,Silver
23,+1-60502371,0,4,False,31.822617165897253,Silver
52,+1-62051252,0,3,False,38.87184097005408,Silver
63,+1-42660526,0,2,False,16.406561347451152,None
31,+1-02177881,2,3,False,16.02606602828119,Gold
64,+1-66350504,2,1,False,12.981737375188757,Silver
25,+1-35442167,1,1,False,5.240128772719544,Silver
32,+1-48027418,2,4,False,13.50234092034511,Gold
44,+1-02363110,1,1,False,29.972649553550372,None
30,+1-68167238,1,1,False,11.316488559196463,Silver
66,+1-35710603,0,3,False,6.460151934911958,Silver
48,+1-41363035,0,3,False,94.63838353887567,None
52,+1-43155537,0,0,False,26.163492597075848,None
23,+1-07748831,1,1,False,0.9836488929439824,None
22,+1-07762277,2,1,False,45.62764896946979,Silver
39,+1-10002077,0,0,False,33.68460205480717,None
66,+1-83763027,0,0,False,14.779248318902422,None
40,+1-71603633,2,4,False,35.85183625571872,Gold
42,+1-60456661,0,0,False,73.74850668223048,None
51,+1-58661682,3,0,False,7.2867362262683235,Gold
43,+1-15103822,3,1,False,22.547264848224884,Silver
64,+1-55757764,0,2,False,44.29352968886825,None
22,+1-30573624,1,4,False,2.606381371996654,Gold
43,+1-68863532,1,4,False,41.80347034607801,Gold
37,+1-84728013,1,3,False,43.29903224215608,None
23,+1-18613518,3,4,True,24.141356493157126,Gold
23,+1-21343222,0,0,False,46.08065780722123,None
67,+1-25366308,1,4,False,33.295404233711416,Silver
35,+1-65488576,1,4,False,11.7620402163154,Gold
21,+1-01832176,1,3,False,4.745004876067304,Gold
34,+1-82084427,0,3,False,98.2956592779462,None
31,+1-70358160,1,4,False,25.71901674823215,Gold
31,+1-36223727,0,1,False,37.38617240318211,None
30,+1-87783270,0,0,False,23.351091605388163,None
24,+1-03218428,0,0,False,40.77883065396065,None
61,+1-73447625,0,0,False,4.975630384401135,None
32,+1-51062474,1,3,False,7.515401058400765,Gold
36,+1-44610346,1,0,False,57.67102145999382,None
60,+1-08350834,0,1,False,1.6860511312022646,None
64,+1-75275142,0,0,False,18.28370516029305,None
61,+1-38247863,3,3,False,6.355131899007049,Gold
52,+1-81131242,0,1,False,25.268409393942022,None
34,+1-02528222,2,4,False,18.798745302833662,Gold
52,+1-46485082,0,2,False,40.23199008862048,None
36,+1-72730567,1,1,False,11.067454444961502,Silver
37,+1-50482454,2,3,False,16.412901677624745,Gold
53,+1-31400730,3,1,False,8.013493483896264,Gold
52,+1-14645624,0,1,False,3.255124332452816,None
49,+1-75181516,1,3,True,7.715953323802559,Gold
65,+1-03782873,0,2,False,68.61225648005802,None
61,+1-04644425,1,4,False,19.821985475804624,Gold
57,+1-31355874,0,3,False,23.137229527043136,Silver
41,+1-23408374,2,4,False,40.508461330170746,Gold
34,+1-41761587,0,4,False,59.90613607312735,None
24,+1-26336600,0,0,True,0.7022320393648803,Silver
60,+1-51211775,1,1,False,3.990005853659971,Silver
67,+1-24646635,3,2,False,16.726253720332696,Gold
18,+1-83073787,0,4,False,6.673647722529107,Gold
52,+1-08475628,0,4,False,19.299246758725776,Silver
49,+1-81330321,0,1,False,28.612512527126444,None
53,+1-52887715,0,0,False,20.21078241898819,None
30,+1-31160747,2,0,False,34.12207972013426,None
23,+1-10153788,2,2,False,0.5805894791962157,Gold
31,+1-45632138,0,0,False,23.40649480341058,None
54,+1-40455474,1,2,False,38.18276139156502,Silver
65,+1-22378618,1,2,False,170.92146686834568,None
32,+1-55508560,0,4,False,3.3350274921340133,Silver
64,+1-42813282,0,2,False,0.3508412711080001,None
21,+1-07006833,0,3,False,10.303911449506536,Silver
57,+1-44188880,0,2,False,11.960489694074182,None
33,+1-77300022,0,2,True,49.53668480599708,Silver
45,+1-31886127,0,3,False,8.694157045510131,Silver
33,+1-83831681,0,1,False,8.48195186055221,None
21,+1-75840466,0,0,False,61.30840772417761,None
62,+1-35504647,0,0,False,16.818489847529516,None
43,+1-08174660,0,0,False,32.18515053355221,None
45,+1-72321646,1,1,False,6.9972963442403024,Silver
49,+1-01552023,2,3,True,27.65085688598114,Gold
62,+1-06276578,3,0,False,67.48125563343764,None
19,+1-18400658,2,0,False,39.43151412737993,Silver
48,+1-06730212,0,2,False,4.5087525225848735,Silver
20,+1-52305134,2,1,False,4.234774616847609,Silver
25,+1-43232238,2,0,False,3.2222471393046335,Silver
41,+1-87318573,2,1,False,75.40316158378009,None
32,+1-75558004,0,0,True,28.231187053560934,Silver
60,+1-08312872,0,0,False,0.5260832016687841,None
48,+1-73534818,0,0,False,54.71267326161962,None
26,+1-24613025,0,3,False,11.85932543247168,Silver
56,+1-17620334,0,2,False,33.834333074838824,None
62,+1-21176082,2,3,False,57.287321046323484,Silver
19,+1-20312023,2,1,False,42.05971370245971,None
25,+1-52517405,1,2,False,51.71742859912343,None
24,+1-23777408,0,4,False,48.92903312980486,None
61,+1-87256368,0,3,False,4.844313732402182,Silver
68,+1-51526274,1,2,False,14.714123027807975,Silver
56,+1-20423325,0,0,True,73.71121341523066,None
59,+1-50306651,0,0,True,2.954203985168019,Silver
33,+1-32711082,0,3,True,112.4530654287123,None
52,+1-76057582,1,2,False,7.703733879182646,Silver
47,+1-53276640,0,3,False,28.868721496902438,Silver
27,+1-55248678,1,4,False,11.882974711812171,Gold
55,+1-54443166,2,1,False,121.7858535906706,None
35,+1-77785314,1,3,False,22.305082309533017,Silver
67,+1-56533602,2,1,False,4.858994858730405,Gold
22,+1-11642882,0,2,True,56.27273704801736,Silver
46,+1-12872343,3,4,True,15.402470421800057,Gold
56,+1-18148702,0,3,False,57.3116163028944,None
51,+1-82326838,1,2,True,17.58362941979255,Gold
60,+1-11864483,0,3,False,81.09278678459289,None
62,+1-05213876,3,0,False,1.7127363180626616,Gold
40,+1-10647447,0,2,False,122.95764274487354,None
22,+1-81767236,0,4,False,18.707098671200143,Silver
47,+1-46531555,1,2,False,13.819988684123649,Silver
23,+1-05146048,0,4,False,1.2789666063149325,Silver
63,+1-21120157,0,0,False,7.760650659238358,None
61,+1-31424234,0,0,False,11.244008120210175,None
21,+1-61555624,0,1,False,39.0764042829049,None
46,+1-88682606,0,1,True,35.859084134198405,Silver
40,+1-22673043,0,0,False,65.01039950717389,None
23,+1-82322644,0,0,False,84.2582961009467,None
49,+1-37088401,2,1,False,38.92266006909132,None
59,+1-15827143,1,1,False,35.177251944169534,None
35,+1-43005763,0,1,False,68.92601587295586,None
32,+1-47575731,2,2,False,4.2104810412825415,Gold
57,+1-24340011,1,0,False,2.4162539416586037,Silver
49,+1-73510633,0,3,False,36.89902253597367,None
26,+1-18145225,0,4,False,11.118997052323802,Silver
54,+1-44487354,0,4,False,16.561073090839194,Gold
27,+1-57551626,3,4,True,28.082912546523268,Gold
37,+1-43071762,2,4,False,90.33473035142978,Silver
23,+1-60411261,0,1,False,62.013280182458594,None
65,+1-33063027,1,1,False,39.7261345685323,None
20,+1-30674863,0,0,True,16.901048987514834,None
59,+1-85714247,2,1,False,47.20808923513536,None
28,+1-50600387,1,4,True,5.947731539572782,Gold
60,+1-25005458,0,2,True,49.449078702183606,Silver
34,+1-41017054,0,2,False,19.34518737951788,Silver
49,+1-83441182,1,3,False,9.09671534386394,Gold
21,+1-53344660,1,0,True,18.690308839203887,Gold
21,+1-53156116,1,2,True,46.63250953900031,Gold
34,+1-82271867,2,2,False,32.13590746150637,Silver
58,+1-82570527,1,2,False,4.419094233727202,Silver
36,+1-84165500,0,4,False,35.278561209288945,None
22,+1-55378577,2,4,False,53.70677574835484,Gold
49,+1-13005647,0,3,False,4.898690939906765,Silver
39,+1-83050133,3,1,False,1.9083016684353116,Gold
23,+1-57252133,2,1,False,1.7505747709543436,Silver
52,+1-12886147,2,1,False,0.6763152995581765,Silver
39,+1-00566238,1,2,True,0.5421923172934066,Gold
18,+1-34564616,1,1,True,49.03136255077657,Gold
37,+1-44583442,0,1,False,40.27036812964365,None
39,+1-20381388,1,4,True,85.19496138526145,Gold
65,+1-71251203,0,4,False,13.193709269510844,Silver
28,+1-50076664,0,1,False,37.02159886721057,None
30,+1-36281075,0,4,False,15.873242468834844,Silver
59,+1-38400605,1,4,True,24.65025365561459,Gold
20,+1-64221078,2,2,False,17.337772153535713,Silver
26,+1-13233722,0,3,False,16.097271355566793,None
29,+1-52433184,0,4,True,8.44814393643243,Gold
40,+1-46250448,0,3,False,26.09795642702875,Silver
31,+1-47251854,0,0,False,9.08663358250391,None
50,+1-80218554,0,1,True,4.531131689788119,Gold
35,+1-33165268,0,3,False,41.552405448301336,None
66,+1-07108166,0,3,False,31.137104384993503,None
58,+1-00653244,1,0,False,10.407657880822622,None
26,+1-25232582,0,1,False,29.86170238913275,None
40,+1-06432613,1,1,False,0.8048474079794284,Silver
27,+1-17243437,0,1,False,133.59551440148792,None
36,+1-50402582,0,4,False,5.721151303159958,Silver
64,+1-30167085,0,2,False,85.21558950395963,None
22,+1-03360802,3,2,False,2.122066757997565,Gold
64,+1-00318021,0,4,False,36.95119547709607,Silver
69,+1-08457668,0,1,False,7.535667754680773,None
40,+1-27573022,0,0,False,100.79724401126454,None
47,+1-04587352,0,4,True,11.358720174581872,Gold
42,+1-08752486,1,4,True,1.211488109720324,Gold
45,+1-15804822,0,3,False,1.0229646409456885,Silver
51,+1-82827820,1,4,False,58.045627463175336,Silver
62,+1-86534685,1,1,True,2.1665721894691945,Gold
65,+1-33213501,2,4,False,52.80474214366756,Silver
64,+1-72012133,2,2,True,4.879372142442371,Gold
42,+1-10235413,1,2,False,9.69839421657361,Silver
27,+1-53655168,1,4,False,119.27028357601651,None
31,+1-57553535,1,0,False,38.72465419253208,None
59,+1-06158234,0,3,False,4.733785099684881,Silver
63,+1-75722857,2,4,False,9.458885695635336,Gold
47,+1-34864682,0,1,False,19.374346583615708,None
58,+1-23644372,1,0,False,64.90149327656097,None
42,+1-13737481,0,1,False,37.242842842044126,None
31,+1-76145876,2,1,False,35.62988097428094,Silver
52,+1-02052117,0,3,True,13.388062848397762,Gold
69,+1-08604410,1,3,True,31.860458911108676,Gold
65,+1-68763678,0,2,True,5.69428121127235,Gold
51,+1-84457224,1,1,False,25.267037848753663,None
27,+1-04846874,0,4,False,24.643548676495058,Silver
52,+1-14703041,1,1,False,34.924434107049585,None
28,+1-16312216,0,2,True,8.3394104411344,Gold
28,+1-08432220,0,1,False,3.7255936831346017,None
38,+1-16253471,1,3,False,102.60948990161116,None
38,+1-41810361,0,2,False,4.988623662470229,Silver
39,+1-80074875,0,0,False,12.335435051433915,None
62,+1-35142207,2,1,False,61.46323659918472,None
24,+1-20300010,2,1,True,27.067014072257223,Gold
34,+1-56008807,0,3,False,7.273098515860612,Silver
19,+1-26060260,1,0,False,19.605174557501805,None
29,+1-84137341,1,1,False,55.1406673813597,None
59,+1-46875862,0,1,False,135.94997317589636,None
35,+1-04875772,0,0,False,30.90887738166379,None
28,+1-56165115,3,3,False,8.773072394830141,Gold
33,+1-25802121,0,4,False,50.22310741358702,None
66,+1-23611157,2,0,False,49.62219252098379,None
68,+1-32801628,0,3,False,66.00164452232957,None
35,+1-08508846,0,1,False,4.394309858699332,None
52,+1-27263461,0,0,False,13.628751802998178,None
43,+1-36237284,0,3,False,7.980036132322266,Silver
33,+1-17708135,0,1,False,7.310817042730339,None
23,+1-80876161,0,2,False,13.640932757220613,Silver
61,+1-83148347,2,3,False,1.4611014324854037,Gold
60,+1-25027537,0,3,False,56.51957278558113,None
64,+1-21738285,2,3,False,57.27920072069505,Silver
64,+1-41534563,3,1,True,86.12622479781304,Gold
65,+1-74654636,0,4,True,2.1868203040399803,Gold
59,+1-27330748,1,4,False,25.411248738064785,Gold
29,+1-24364153,0,2,True,0.1946192738907447,Gold
30,+1-50036604,2,0,False,26.72995728863592,None
21,+1-54654482,0,2,False,3.0764983026095196,None
56,+1-81657851,1,0,False,14.643630179349842,None
19,+1-32240836,0,0,True,11.739601028487725,Silver
43,+1-66433456,1,2,False,12.052225703839753,None
44,+1-48804136,1,2,False,6.3879760875004425,Silver
44,+1-56245558,0,3,False,3.3169744864718176,Silver
32,+1-51836582,1,1,False,0.4906951469670742,Silver
25,+1-74522651,2,4,True,41.70318830068341,Gold
24,+1-74624220,0,0,False,74.35337986647292,None
64,+1-26803653,0,0,True,67.5511761100953,None
63,+1-25341813,0,3,True,30.09980897342136,Gold
57,+1-76375734,0,4,False,3.8740668103176095,Gold
29,+1-36348716,0,1,False,25.174664131393815,None
30,+1-12012456,1,3,False,3.097129936403758,Gold
60,+1-44708253,0,1,True,21.574302204103816,Silver
34,+1-15737604,1,0,False,58.47837969862334,None
34,+1-75861084,2,4,False,6.663693033508604,Gold
53,+1-13587534,1,0,False,81.10177820185325,None
38,+1-33732104,0,3,True,14.642755508400732,Gold
25,+1-38844535,1,1,True,7.3832472581163575,Gold
22,+1-74772504,0,1,True,20.88775785720094,Silver
43,+1-64211816,0,0,False,61.03756353233318,None
33,+1-82605104,1,3,False,9.464646682759883,Gold
53,+1-51320021,1,4,False,5.673945872296337,Gold
45,+1-14464252,2,2,False,30.615714549701135,Silver
46,+1-75626871,0,3,False,35.35251209286814,Silver
64,+1-16385825,2,4,True,2.242717912502978,Gold
29,+1-57620110,1,4,True,8.74364480950622,Gold
54,+1-35338106,0,1,False,3.814750818314022,None
47,+1-44154451,3,2,False,37.206452087317906,Gold
40,+1-40706574,0,2,False,22.561942700845073,None
33,+1-53061000,1,2,False,67.66185800418505,None
31,+1-10362811,0,0,True,33.87681336819532,None
27,+1-68505343,2,1,False,9.562753970923561,Silver
24,+1-21132522,1,3,False,12.384886218815314,Silver
62,+1-34840813,0,0,True,16.315319295693325,Silver
69,+1-58188055,0,0,True,3.105331554198209,Silver
54,+1-85170425,3,2,False,76.27438594851394,Silver
46,+1-43207478,0,2,False,36.012144203319274,None
20,+1-75748516,0,4,False,38.75325912216723,Silver
32,+1-00748505,0,4,False,32.33126835344771,Silver
53,+1-04280528,1,1,False,17.56302658089658,None
64,+1-16822208,0,1,True,14.313902650193526,Silver
63,+1-85880220,0,3,False,23.947218944578193,Silver
69,+1-53753410,0,0,False,40.144848010035865,None
36,+1-62252664,1,2,False,13.205191864161437,Silver
30,+1-08131000,0,2,False,20.38342335678617,None
59,+1-68054211,1,1,False,31.70447532419302,None
38,+1-16360386,0,4,True,9.722706569351447,Gold
54,+1-56108112,0,3,True,53.7311978639811,Silver
44,+1-22300303,2,0,False,7.203836262142279,Silver
69,+1-16511031,0,1,False,59.53923747184276,None
46,+1-43044413,0,4,False,0.14239832475500355,Gold
37,+1-45622180,0,4,False,30.959555366402242,Silver
42,+1-22752023,0,0,False,19.25221749631164,None
23,+1-02363085,0,0,False,8.515159424183047,None
53,+1-86306850,1,1,False,89.09160088388,None
19,+1-86034121,0,0,False,7.194283835669498,None
39,+1-36460210,0,2,True,20.289776269242296,Silver
49,+1-42744670,0,4,True,24.540582794621628,Gold
33,+1-48863143,0,4,False,93.16944558268972,None
35,+1-06254328,0,2,False,30.462618452598623,None
22,+1-46301477,0,3,False,2.2531567080426163,Silver
53,+1-78135541,1,3,True,16.152001039385137,Gold
47,+1-70008410,0,0,True,60.1773752321707,None
62,+1-31217215,0,1,False,42.93187896927892,None
36,+1-68345222,1,3,False,1.5758747837870153,Gold
40,+1-45884763,2,1,False,26.267593151610086,Silver
51,+1-02423888,2,1,True,3.668598063695393,Gold
30,+1-80817878,2,3,False,3.1084027679959956,Gold
60,+1-46233371,0,1,False,98.23000091968866,None
46,+1-14536371,1,0,False,36.07859772564057,None
53,+1-36412346,3,2,False,3.4584837586488697,Gold
39,+1-28244652,1,2,False,12.386221634107532,Silver
69,+1-05531850,0,0,False,34.12826371228863,None
69,+1-76504361,1,0,False,70.78176399086952,None
64,+1-06747372,0,4,True,2.076099881764811,Gold
53,+1-65043583,0,2,True,2.6068746140431864,Gold
26,+1-17053528,1,0,True,3.553227824989846,Silver
56,+1-22465682,0,3,False,23.600428894664514,Silver
68,+1-44288543,0,1,False,18.71143714640065,None
36,+1-34176607,1,0,True,5.385772857560255,Gold
55,+1-08570502,3,3,True,23.022821407487232,Gold
23,+1-11362683,0,4,True,12.574840308560697,Gold
69,+1-60172474,0,2,False,5.505482190578221,None
64,+1-01218407,1,3,True,1.009423651293549,Gold
32,+1-28853881,0,1,False,3.13897142153664,None
37,+1-53257881,0,3,False,14.700752724301893,Silver
26,+1-77438332,0,4,False,21.651088011222104,Silver
49,+1-22648131,1,1,False,7.617912127814674,Silver
21,+1-73026241,0,2,False,45.48171148378287,None
67,+1-73037805,1,1,False,25.320114023247545,None
35,+1-37040318,1,3,False,43.95503635209093,Silver
22,+1-13200171,0,0,True,15.213038996818893,None
37,+1-05085506,0,0,False,66.3936297282738,None
40,+1-20873211,0,1,False,48.34069611601614,None
28,+1-20615533,0,1,False,24.170787222903485,None
54,+1-05730313,0,4,False,34.453788139686644,None
39,+1-72418206,2,3,False,4.787810712698618,Gold
21,+1-48206711,0,1,True,44.387493665252116,None
46,+1-83088558,0,0,False,28.026168206290333,None
61,+1-18338647,0,2,False,6.666320112951117,Silver
51,+1-06311853,0,3,False,9.55774175321798,Silver
30,+1-16813002,1,4,True,74.42137327681772,Gold
59,+1-03548112,2,3,False,6.503111246785146,Gold
26,+1-38584880,1,0,False,17.156148799211422,None
59,+1-86720300,1,3,False,55.09585019549689,None
48,+1-37085488,2,4,False,11.329093786794138,Gold
24,+1-82733673,0,4,False,5.355720528921613,Silver
21,+1-50143255,0,2,False,20.42329888899072,None
36,+1-71661541,0,3,True,6.348609750370294,Gold
59,+1-87654845,1,2,False,123.49810688808529,None
47,+1-28780013,2,1,False,31.64966302781625,Silver
48,+1-46307281,0,2,False,21.136376625194966,None
52,+1-07202736,1,1,True,17.31898792586901,Gold
38,+1-76038607,1,1,False,28.81188649341037,None
48,+1-36560523,1,1,False,13.271234653311264,Silver
36,+1-07126136,1,0,False,7.336064070297219,Silver
48,+1-21716235,1,4,False,8.982918741769176,Gold
49,+1-20730150,3,1,False,3.4474450934812833,Gold
19,+1-86775760,0,3,False,67.80200060882053,None
69,+1-28740187,0,0,False,89.24955242217119,None
27,+1-81220146,1,1,True,8.36826025027614,Gold
19,+1-51731370,0,1,False,114.616677543503,None
19,+1-87786800,2,4,False,24.031101913307644,Gold
41,+1-31703815,3,0,False,8.270678893743588,Gold
34,+1-33538774,1,0,True,21.13555218121643,Silver
49,+1-50083248,0,2,False,2.4020881479452685,None
33,+1-82622315,0,3,False,4.544219852676344,Silver
33,+1-41113284,0,4,False,7.55897389319914,Gold
63,+1-01675615,0,2,True,73.2801323217707,None
56,+1-53312532,0,2,True,89.36874355236309,None
48,+1-02033064,1,3,False,15.787925472724565,Silver
60,+1-04654780,0,4,True,8.312196274402172,Gold
41,+1-51740441,0,3,True,11.73914368679734,Gold
18,+1-35086507,1,4,True,12.11149068385607,Gold
28,+1-73308761,0,1,False,24.151931943116594,None
38,+1-63235616,1,0,False,5.571069740978254,None
21,+1-11060270,1,1,False,25.82433512037439,None
24,+1-51815380,1,1,False,13.87581907765277,Silver
43,+1-02526813,1,1,False,29.424652845983527,None
64,+1-25428724,0,3,False,25.012102269923545,None
67,+1-44722784,1,4,False,18.465957309468504,Gold
29,+1-74313166,1,1,False,3.8068580915740218,Silver
48,+1-83433428,1,0,True,5.135044614232357,Gold
34,+1-60002878,1,1,True,12.758203785588908,Gold
50,+1-46847724,3,2,True,40.45112176693112,Gold
28,+1-72256656,0,2,False,12.234134599611618,None
45,+1-63771412,0,3,False,9.84130734656311,Silver
49,+1-24726431,1,0,False,47.38136596169605,None
18,+1-53348044,0,3,False,61.751012077400055,None
64,+1-12302008,2,3,False,38.64379631731376,Silver
45,+1-33387351,0,3,False,17.819215876942305,None
59,+1-50470126,3,1,False,7.163246694087455,Gold
24,+1-73702348,0,4,False,158.0695454726581,None
19,+1-16218270,0,4,True,12.378903154287924,Gold
59,+1-44562475,0,0,False,17.004635602517276,None
41,+1-16283337,0,1,True,22.152637562661006,Silver
21,+1-02765607,0,4,False,24.944033355834925,None
61,+1-30314004,1,2,True,0.6160643847529241,Gold
